28.35863569009382,-81.55926830847073
28.358529475563408,-81.55912346918393
28.358469287282322,-81.55904836733151
28.358355991601815,-81.55893973786641
28.358208471003284,-81.5587948985796
28.358144742041304,-81.55873588998128
28.358138841209545,-81.55870772678662
28.3579901401412,-81.55846632797528
28.357717520974855,-81.55815116841603
28.357435459715216,-81.55843816478063
28.357909888684425,-81.55900679309178
28.357760007124764,-81.55904836733151
28.357586521905628,-81.55923746306706
28.35767149429328,-81.55934206921864
28.35764198999973,-81.55945874531079
28.357562918452565,-81.55949361402799
28.35746732441391,-81.55952848274518
28.357344586262737,-81.55965991098691
28.357206505673044,-81.55977390487004
28.35707668362988,-81.55975376553874
28.356823250488706,-81.55969510406635
28.356640322274753,-81.55987481207035
28.3564868983684,-81.56004915565632
28.35636887982799,-81.56020472377918
28.356458573930663,-81.56103352636478
28.356876358620827,-81.5609637889304
28.357464086842132,-81.56062583059452
28.3578202957941,-81.56045617273054
28.357954835080168,-81.56017722299299
28.35773532352553,-81.55993850639067
28.357600783961253,-81.5597292940875
28.357685756337478,-81.55962200572691
28.357950114406336,-81.55963273456297
28.35838677584611,-81.55952812841139
28.35863933056164,-81.5592599075099
